name;description;category;tags;creationyear;address;postcode;city;geo_point_2d;url;twitter;googleplus;facebook
3W Academy;3W Academy forme des développeurs- intégrateurs web. Les technologies HTML/CSS/Javascript/PHP/MySQL sont maîtrisées par la pratique. C'est court, intensif, ciblé, fait par des pros, tiré par la demande du marché. Symfony 2 est également au menu...;École;"formation;developpeur;integrateur";2012;46 rue René Clair;75018;Paris;48.85313, 2.29113;http://www.3wa.fr;3WAcademy;https://plus.google.com/101132748386194129526;https://www.facebook.com/3WAcademy
Salesforce;Salesforce est une entreprise spécialiste des logicels de gestion de la relation client.;Entreprise;crm;1999;7 place d'Iéna;75008;Paris;48.864638, 2.293692;http://www.salesforce.com;salesforce;https://plus.google.com/+Salesforce;https://www.facebook.com/MarketingCloud
Institut d'optique;;Entreprise;transport;2009;Campus Polytechnique, Rd 1282 avenue Augustin Fresnel;91127;Palaiseau;48.7141488, 2.2046721;http://www.institutoptique.fr;;;
Mpoware;MPoware est une société d'expertise et de conseil en innovation technologique et logicielle.;Entreprise;"securite;mobilite;cloudcomputing";2008;11 place de l'Alouette;77700;Bailly-Romainvilliers;48.845378, 2.821337;http://www.mpoware.com;;;
Cedexis;Cedexis propose des solutions de cloudcomputing pour la surveillance et l'optimisation de trafic sur le web.;Entreprise;cloudcomputing;2009;27 rue Raymond Lefebvre;94250;Gentilly;48.814091, 2.34391;http://www.cedexis.fr;cedexis;;https://www.facebook.com/Cedexis
Entr'Ouvert;Entr'ouvert est une société de service en opensource dont l'activité commerciale s'est construite autour de solutions d'E-administration et de consultation en ligne.;Entreprise;securite;2002;44-46, rue de L Ouest;75014;Paris;48.8362094, 2.3195146;http://www.entrouvert.com;;;
Data Publica;Data Publica vous procure les données, publiques ou privées, dont vous avez besoin pour votre activité ainsi que les outils génériques ou sur mesure pour les visualiser.;Entreprise;"dataviz;bigdata;opendata";2011;47 rue d'Enghien;75010;Paris;48.872388, 2.348372;http://www.data-publica.com;datapublica;;https://www.facebook.com/DataPublica
Armines;\\nPour accompagner les chercheurs dans leur démarche, ARMINES dispose d’un service central qui assure, le contrôle et le suivi : juridique, économique, le montage des contrats, la propriété intellectuelle, des contrats de recherche.;Entreprise;;1970;35, rue Saint-Honoré;77305;Fontainebleau Cedex;48.4034138, 2.6938999;http://cmm.ensmp.fr;;;
Smartee Press;Smartee Press innove dans le domaine du print-to-mobile, en tant qu'éditeur du magazine Smartee et du logiciel SmarteePrint pour éditeurs et annonceurs en presse écrite.;Entreprise;;2012;10 avenue de la porte de Ménilmontant;75020 Paris;;48.870632467, 2.410431705;http://smarteepress.com;JA_FS;;https://www.facebook.com/Smartee.Press
Egylis;Egylis est un éditeur de services mobiles à valeur ajoutée pour les entreprises qui propose Move-On, une plateforme qui permet la création, la personnalisation et le déploiement de services mobiles aux équipes nécessitant un accès à l'information critique en temps réel.\\nIls sont centrés sur les problématiques de la relation client depuis la conquête de nouveaux clients sur le terrain, la consultation de contenu commerciale, le suivi des forces de vente et le support par les équipes de terrain.\\nDisponible A la Demande, la plateforme offre des services prêts à l'emploi et personnalisables sous quelques heures, des outils de reporting et des outils de communication multi-canaux.;Entreprise;"mobile;tempsreel";2005;110 rue des Poissonniers;75018;Paris;48.893959, 2.35278;http://www.egylis.com;;;
eion;eion™ Votre image, simplement -- eion™ Your image, simply;Entreprise;;2012;5 rue Legouvé;75010;Paris;48.8723648852, 2.36199617386;http://www.eion.it;eionit;;https://www.facebook.com/pages/eion/104967259600134
Dojo Saint Maur;Dojo Saint Maur fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.;Tiers-lieu;"coworking;bureau";2012;77 avenue de la République;75011;Paris;48.86422, 2.38001;http://www.dojocrea.fr/dojo-st-maur/;Dojocrea;;
ITEMS International;ITEMS International est une société de conseil qui rassemble des associés et consultants de haut niveau dans les secteurs de l’internet, des télécoms, de la télévision et des systèmes d’information.;Prestataire;"telecoms;opendata;internet";1992;70 rue Amelot;75011;Paris;48.86031, 2.36797;http://www.items.fr;ITEMSint;;https://www.facebook.com/ItemsInternational
Super Marmite;Super Marmite est un réseau social géolocalisé qui révèle les petits plats faits maison qui mijotent à deux pas de chez vous.;Entreprise;"reseausocial;cuisine;geolocalisation";2011;31 rue de la Sourdière;75001;Paris;48.867039, 2.333;http://www.super-marmite.com;super_marmite;;https://www.facebook.com/SuperMarmite
Jeune Chambre Economique de Grand Paris Seine Ouest;Association de Jeunes Actifs & Entrepreneurs. Membre de seineouestdigital.fr;Communauté;réseausocial;2013;28 Rue Marcel Miquel;92130;issy les moulineaux;48.820186946, 2.24758217;http://www.jce-gpso.org/;;;https://www.facebook.com/jcegpso
Eqosphere;Plateforme collaborative (web & mobile) d’optimisation et de développement des activités de revalorisation des surplus alimentaires, non alimentaires et des déchets. Connecte l’offre et la demande de surplus entre tous les acteurs professionnels.;Entreprise;;2013;44 rue Notre-Dame des Victoires;75002;Paris;48.8726189283, 2.33562469482;http://www.eqosphere.com;eqosphere;;https://www.facebook.com/eqosphere
Adacsys;ADACSYS développe et commercialise une solution complète (matérielle et logicielle) pour la vérification fonctionnelle des circuits intégrés et systèmes sur puce (SoCs).;Entreprise;ocds;2008;7 rue de la Croix Martre;91120;Palaiseau;48.7202777, 2.2605296;http://www.adacsys.com;;;
Emitech;Spécialiste des tests en environnement (CEM, sécurité électrique, radio, climatique, mécanique, fiabilité et acoustique) : - Laboratoire d'essais - Centre d'ingénierie - Organisme de formation;Entreprise;ocds;1989;3, rue Les Coudriers, Cap 78 ZA de l'Observatoire;78180;Montigny-Le-Bretonneux;48.7766463, 2.0306592;http://www.emitech.fr;;;
Hi inov;Hi inov investit dans les jeunes entreprises innovantes de l'économie numérique des tickets compris entre 0,5 M€ et 2,5M€.;Investisseur;;2012;21;place de la madeleine;75008 Paris;48.8708688276, 2.32423067093;http://www.hiinov.com;;;
TrustSeed;TrustSeed est un éditeur de progiciels de sécurisation des processus et des échanges numériques.;Entreprise;securite;2002;Le Lieutel;78490;Galluis;48.796715, 1.775039;http://www.trustseed.com;Trustseed;;
Smartside;Société innovante et experte à la convergence Energie-Télécom, nous nous engageons pour le développement durable en proposant des solutions concrètes pour améliorer l’efficacité énergétique et la maîtrise de la demande.;Entreprise;"energie;ambition-pme";2011;110 rue des Poissonniers48 voie Cl18;75018;Paris;48.89215, 2.3444472;http://www.smart-side.com;;;
Sgs Luxeole SAS;Société résolument engagée dans la promotion et mise en œuvre d'applications en énergies renouvelables, plus particulièrement l'éolien urbain et le solaire;Entreprise;energie;2009;4 Chemin des Combeaux;77400;Carnetin;48.8993004, 2.7105333;http://www.sgs-luxeole.fr;;;
Bottin Cartographes;Bottin Carto développe et commercialise des solutions sur mesure en édition, sur le web et les mobiles.;Entreprise;telecoms;2007;16 rue Edouard NieuportBP 108 Cedex;92150;Suresnes;48.869798, 2.219033;http://bottincarto.com/pro;;;
Curiouser;Curiouser est un laboratoire d'Intelligence Digitale qui facilite la prise de décision des entreprises et des marques sur Internet.;Entreprise;;2009;27 rue du chemin vert 75001 Paris;;;48.858576595, 2.373090687;http://curiouser.fr/;curiousers;;
Mon Vanity Idéal;Mon Vanity Idéal est un site d'avis beauté qui regroupe les meilleurs produits cosmétiques de ses membres, pour acheter sans se tromper. Egalement une newsletter, des vidéos, des interview beauté.;Entreprise;;2013;11 rue de la Convention 75 015 Paris;75015;Paris;48.845446246, 2.278382152;http://www.monvanityideal.com;Monvanityideal;;https://www.facebook.com/monvanityideal
Draka Comteq France;Equipements pour réseaux telecoms;Entreprise;telecoms;1994;9 avenue du Marais;95100;Argenteuil;48.932462, 2.2336168;http://www.drakacomteq.com;;;
Trianon Angel;;Investisseur;;;2 Place de Touraine;78000;Versailles;48.8039859, 2.1619221;www.trianon-angels.com;;;
SlimPay;SlimPay développe et met en œuvre en mode hébergé des solutions sécurisées de paiement en ligne.;Entreprise;"paiement;ecommerce";2009;10 rue du Faubourg Poissonnière;75010;Paris;48.871448, 2.34791;http://www.slimpay.com;slimpay;;
New3S;New3S est un éditeur d'applications web et mobiles, un intégrateur de technologies et un prestataire de services.;Prestataire;"web3d;mobile";2003;62 avenue Robert André Vivien;94160;Saint-Mandé;48.834278, 2.41382;http://www.new3s.com;New3S;;https://www.facebook.com/New3S
Adminext;Adminext est un cabinet de conseil spécialisé dans la réingénierie des processus publics, le pilotage stratégique des systèmes d’information et la mise en oeuvre de solutions innovantes de dématérialisation.;Prestataire;"conseil;reingenierie;dematerialisation";2007;48 avenue du Général Leclerc;75014;Paris;48.83054, 2.3292;http://www.adminext.com;;;
Beetween;Beetween est une plateforme de recrutement digital qui offre aux entreprises un outil de gestion complet de leur processus de recrutement.;Entreprise;recrutement;2007;23 rue Edouard Nieuport;92150;Suresnes;48.872742, 2.23062;http://www.beetween.com;recruterdigital;;https://www.facebook.com/recrutementdigital.france.7
Cleantech Business Angels;Cleantech Business Angels est une association dont la mission est de faciliter l’investissement dans les startups cleantech et greentech.;Investisseur;"businessangel;cleantech;greentech";2008;8 terrasse Bellini;92800;Puteaux;48.887192, 2.25095;http://www.cleantechbusinessangels.com;CleantechBA;;
Kalray;KALRAY a pour objectif de développer une nouvelle génération de circuits intégrés, fondés sur des calculateurs embarqués massivement parallèles et destinés à de nombreuses applications industrielles embarquées.;Entreprise;ocds;2008;86 rue de Paris;91400;Orsay;48.6962109, 2.1946309;http://www.kalray.eu;;;
Vertical M2M;Vertical M2M est un éditeur de logiciels telecoms spécialisé dans les applications de l'Internet des Objets et du Machine-to-Machine pour les marchés de l'Energie, l'Environnement et la Santé.;Entreprise;telecoms;2008;18, rue Soleillet;75020;Paris;48.8655637, 2.3921072;http://www.vertical-m2m.net;@VERTICALM2M;;
Simplon.co;Simplon.co est une fabrique accélérée et rémunérée de développeurs web et d'entrepreneurs sociaux du numérique destinée aux jeunes issus de la diversité, des quartiers populaires, en décrochage scolaire et aux filles.;École;"developpeur;entrepreneur";2013;55 rue de Vincennes;93100;Montreuil;48.854352, 2.435775;http://www.simplon.co;simplonco;;http://www.facebook.com/Simplon.co
Kontest;Kontest est une plateforme pour créer et diffuser vos concours sur Facebook, le Web et les mobiles.;Entreprise;"concours;marketing";2010;14 rue Soleillet;75020;Paris;48.865749, 2.39198;http://www.kontestapp.com;kontestapp;https://plus.google.com/111795208162182759084;https://www.facebook.com/kontest
Gandi;Gandi est un des premiers bureaux d'enregistrement mondial avec 1.5M env. de domaines gérés sur 250 extensions. Depuis 2007, nous sommes aussi un acteur de premier rang dans le monde de l'hébergement en nuage. Nous proposons des offres IaaS et PaaS.;Entreprise;;1999;63-65 boulevard Masséna;75013;Paris;48.821923125, 2.3705687;http://www.gandi.net;gandi_net;http://plus.google.com/+gandi;http://www.facebook.com/pages/Gandinet/270344285268
Augure;Gérez efficacement vos relations publics et la réputation de votre entreprise. Augure vous offre une suite logicielle pour la gestion de vos relations presse, votre communication corporate et vos relations publics;Entreprise;"influenceurs;veille;reputation";2002;5 Boulevard Montmartre;75002;Paris;48.871572607, 2.342405175;http://www.augure.com/fr/;AugureFR;https://plus.google.com/+AugurePR/posts;https://www.facebook.com/AugureRM
Virdual;Social and interactive TV Tools. Membre de seineouestdigital.fr;Entreprise;;2007;215 rue Jean-Jacques Rousseau;92130;Issy les moulineaux;48.822492428, 2.257172193;http://www.virdual.com/;;;
L'Appero;L'Appero est une application mobile géolocalisée, propulsée par SmatPhood, qui permet de passer commande pour la livraison de produits à domicile.;Entreprise;"apero;mobile;geolocalisation";2012;17 rue Ganneron;75018;Paris;48.886822, 2.32791;http://www.lappero.com;lappero;;https://www.facebook.com/lappero
Rebble;Rebble est la plateforme innovante de partage d'articles visant à développer la collaboration au sein des blogs. Venez découvrir notre base de données d'articles à rebloguer en intégralité pour enrichir vos sites, tout en valorisant les auteurs !;Entreprise;;2013;8 rue des quatre fils 75003 Paris;;;48.86019569, 2.360314169;http://rebble.it;rebble_it;https://plus.google.com/103492655076178380844;https://www.facebook.com/rebbleit
Zenwego;Zenwego est un service web et mobile édité par Plugaround qui permet d'organiser ses vacances entre amis.;Entreprise;"voyage;tourisme";2010;27 rue du Chemin Vert;75011;Paris;48.858551, 2.3731;http://www.zenwego.com;Zenwego;;https://www.facebook.com/Zenwego
Esri;Editeur de Systèmes d'Information Géographique. Membre de seineouestdigital.fr;Entreprise;SIG;1969;21, rue des Capucins;92190;Meudon;48.811485308, 2.230496528;http://www.esrifrance.fr/;@Esri_France;;https://www.facebook.com/Esri.France
Citrix;Citrix propose des produits de collaboration, de virtualisation et de mise en réseau pour faciliter le travail mobile et l’adoption des services cloud.;Entreprise;"virtualisation;cloudcomputing";1989;102 esplanade du Général De Gaulle;92400;Courbevoie;48.89056, 2.24318;http://www.citrix.com;citrix;https://plus.google.com/+citrix;https://www.facebook.com/Citrix
Dashlane;Dashlane est un service pour faciliter les achats et les réaliser rapidement sur différents supports numériques sans toucher à son clavier : gestion de mots de passe et portefeuille numérique.;Entreprise;"mcommerce;securite;ewallet";2009;63 boulevard de Ménilmontant;75011;Paris;48.862381, 2.3875;http://www.dashlane.com;dashlane;https://plus.google.com/112519055969179747026/;https://www.facebook.com/GetDashlane
1001 Menus;1001 Menus propose une plate-forme web et mobile pour centraliser la communication digitale des restaurants.;Entreprise;restaurants;2010;23 rue de Clery;75002;Paris;48.86813, 2.34663;http://www.1001menus.com;1001menus;;
